SCHOOL_NUMBER,ELIGIBLE_TO_GRADUATE_COUNT,GRADUATED_COUNT,ELIGIBLE_GRADUATION_RATE_PCT,HONOURS_COUNT,HONOURS_PERCENT
5796491,10.545454545454545,10.545454545454545,100.0,8.727272727272727,82.63636363636364
5798005,15.941176470588236,13.970588235294118,86.55882352941177,3.1470588235294117,21.91176470588235
5799140,16.0,13.461538461538462,84.41025641025641,1.2820512820512822,8.435897435897436
5817008,28.019607843137255,26.941176470588236,96.25490196078431,10.764705882352942,38.84313725490196
5831005,72.3225806451613,65.98387096774194,90.96774193548387,22.467741935483872,29.903225806451612
5898002,16.470588235294116,15.970588235294118,96.91176470588235,6.470588235294118,39.3235294117647
5959008,112.26666666666667,108.2,96.36666666666666,37.43333333333333,31.95
5959011,40.53333333333333,39.2,96.95,14.333333333333334,34.8
5959027,19.62,18.5,93.62,6.66,32.84
596715,10.333333333333334,10.333333333333334,100.0,7.833333333333333,76.0
599156,12.0,5.666666666666667,47.333333333333336,1.0,8.666666666666666
5996252,10.0,9.0,90.0,3.0,30.0
603008,58.76923076923077,56.92307692307692,97.09615384615384,28.826923076923077,49.30769230769231
604015,56.85964912280702,55.526315789473685,97.57894736842105,27.789473684210527,47.6140350877193
6060015,171.9,161.85714285714286,93.42857142857143,62.65714285714286,31.428571428571427
6060039,13.5,13.5,100.0,8.25,62.05
6060060,13.0,12.368421052631579,95.21052631578948,5.473684210526316,40.26315789473684
6098006,20.575,18.4,89.675,7.2,34.675
6161000,11.125,9.0625,80.6875,2.0,17.9375
6161018,96.1304347826087,88.89855072463769,92.47826086956522,40.05797101449275,39.52173913043478
6161024,178.1551724137931,168.82758620689654,94.1896551724138,110.27586206896552,58.39655172413793
6161048,87.1969696969697,80.45454545454545,91.42424242424242,39.92424242424242,40.77272727272727
6161049,152.11940298507463,143.38805970149255,93.49253731343283,90.86567164179104,56.08955223880597
6161057,135.26153846153846,126.87692307692308,93.13846153846154,79.04615384615384,53.95384615384615
6161063,160.54285714285714,151.62857142857143,92.91428571428571,70.27142857142857,38.25714285714286
6161064,111.79245283018868,105.50943396226415,94.0377358490566,60.132075471698116,53.679245283018865
618005,46.357142857142854,45.464285714285715,98.05357142857143,16.982142857142858,35.892857142857146
6196008,117.15384615384616,116.84615384615384,99.6923076923077,107.76923076923077,92.25
6196010,41.4390243902439,41.34146341463415,99.70731707317073,32.02439024390244,76.17073170731707
6196021,52.48,52.18,99.36,40.36,77.16
6196084,64.12,62.86,98.22,46.2,71.84
6196341,58.18,56.56,97.02,32.16,55.38
6196868,12.0,12.0,100.0,11.5,95.0
6199146,20.55,18.1,88.225,4.575,24.15
6262000,11.0,10.0,91.0,1.0,9.0
6262013,220.32394366197184,203.73239436619718,91.78873239436619,90.53521126760563,36.605633802816904
6262033,81.296875,74.859375,91.40625,28.453125,32.8125
6262038,101.28571428571429,92.0,91.42857142857143,61.142857142857146,55.42857142857143
6296461,10.666666666666666,10.333333333333334,96.66666666666667,7.666666666666667,71.0
6299042,18.64,14.12,77.44,1.24,7.4
6299043,15.741935483870968,11.258064516129032,76.7741935483871,2.3870967741935485,17.419354838709676
6299164,20.129032258064516,13.290322580645162,69.74193548387096,3.6774193548387095,19.70967741935484
6363000,18.72222222222222,18.22222222222222,96.61111111111111,6.888888888888889,29.0
6363020,132.47761194029852,122.34328358208955,90.38805970149254,72.1044776119403,47.059701492537314
6363021,177.15,167.91666666666666,93.86666666666666,96.4,48.766666666666666
