SCHOOL_NUMBER,ELIGIBLE_TO_GRAD_COUNT,GRAD_COUNT,GRADUATION_RATE,HONOURS_GRAD_COUNT,HONOURS_GRADUATION_RATE
03996692,24.742857142857144,24.742857142857144,100.0,24.0,96.97142857142858
03996721,27.363636363636363,19.87878787878788,72.78787878787878,14.575757575757576,52.45454545454545
03996724,17.38888888888889,16.61111111111111,95.72222222222223,13.555555555555555,75.22222222222223
03996732,10.0,9.0,90.0,9.0,90.0
03996733,22.41509433962264,19.849056603773583,88.98113207547169,6.188679245283019,27.81132075471698
03996845,14.333333333333334,13.833333333333334,96.0,4.0,28.333333333333332
03996870,28.785714285714285,27.071428571428573,94.28571428571429,13.642857142857142,47.42857142857143
03996890,24.0,21.77777777777778,91.77777777777777,12.555555555555555,50.333333333333336
03996895,25.0,22.5,85.85714285714286,14.642857142857142,53.285714285714285
03996899,21.75,20.0,91.75,5.5,25.0
03996928,16.0,16.0,100.0,3.0,19.0
03998004,69.96666666666667,55.46666666666667,80.3,16.716666666666665,24.866666666666667
03999224,12.153846153846153,11.076923076923077,91.38461538461539,1.7692307692307692,13.538461538461538
04040000,18.105263157894736,15.052631578947368,84.47368421052632,2.473684210526316,13.736842105263158
04040008,233.29885057471265,227.367816091954,97.77011494252874,112.60919540229885,41.747126436781606
04096707,12.4,11.3,92.4,2.2,18.65
04096862,18.266666666666666,16.8,92.13333333333334,10.533333333333333,58.93333333333333
04099124,16.413793103448278,15.931034482758621,97.41379310344827,2.206896551724138,12.931034482758621
04099126,12.6,11.8,93.86666666666666,1.8,14.4
04099185,11.916666666666666,11.916666666666666,100.0,1.75,14.833333333333334
04141000,24.563636363636363,21.509090909090908,87.0,2.727272727272727,10.781818181818181
04141001,202.5873015873016,190.015873015873,93.38095238095238,111.33333333333333,53.93650793650794
04141002,294.4029850746269,281.8358208955224,94.98507462686567,197.22388059701493,63.059701492537314
04141005,113.6923076923077,106.75384615384615,93.61538461538461,62.4,52.63076923076923
04141007,94.46666666666667,87.61666666666666,92.66666666666667,46.916666666666664,50.4
04141011,191.46774193548387,182.90322580645162,95.64516129032258,124.03225806451613,63.11290322580645
04141062,218.23529411764707,202.3235294117647,91.04411764705883,127.79411764705883,55.0735294117647
04141063,165.55882352941177,156.19117647058823,94.3970588235294,95.1029411764706,54.94117647058823
04141066,25.825,20.05,79.7,1.85,7.425
04141068,142.64615384615385,130.69230769230768,91.13846153846154,71.35384615384615,48.86153846153846
04196031,102.88333333333334,102.41666666666667,99.43333333333334,79.1,76.68333333333334
04196169,18.35135135135135,18.054054054054053,98.27027027027027,11.783783783783784,62.945945945945944
04196766,31.017241379310345,30.32758620689655,97.93103448275862,20.948275862068964,67.41379310344827
04199145,21.27659574468085,19.0,89.04255319148936,5.680851063829787,25.170212765957448
04199196,14.0,9.0,64.0,0.0,0.0
04199303,20.384615384615383,15.307692307692308,74.92307692307692,1.3076923076923077,6.538461538461538
04242000,16.046511627906977,11.069767441860465,68.3953488372093,1.5116279069767442,10.348837209302326
04242001,138.98765432098764,134.2962962962963,95.93827160493827,69.60493827160494,44.074074074074076
04242002,97.02564102564102,90.1923076923077,92.42307692307692,37.97435897435897,35.61538461538461
04242003,111.07352941176471,107.70588235294117,96.6470588235294,53.029411764705884,45.661764705882355
04242004,99.3013698630137,94.98630136986301,95.82191780821918,29.82191780821918,29.410958904109588
04242026,10.0,8.0,80.0,0.5,5.0
04242028,12.6,9.466666666666667,75.13333333333334,1.3333333333333333,9.866666666666667
04242038,121.05714285714286,115.3,94.88571428571429,67.34285714285714,52.02857142857143
04242045,103.56962025316456,99.0506329113924,95.21518987341773,39.30379746835443,34.18987341772152
04296099,17.363636363636363,17.363636363636363,100.0,10.113636363636363,58.15909090909091
04296400,29.4,29.32,99.78,26.2,88.0
04296673,26.4,26.4,100.0,19.6,73.9
04299153,35.609375,31.921875,89.765625,2.0625,6.09375
04299154,14.290322580645162,6.903225806451613,48.064516129032256,1.1290322580645162,7.580645161290323
04343000,23.423076923076923,21.53846153846154,92.61538461538461,1.6538461538461537,7.576923076923077
04343030,12.285714285714286,11.714285714285714,95.42857142857143,8.142857142857142,66.42857142857143
04343060,28.140625,25.96875,92.015625,2.1875,7.90625
04343076,195.17441860465115,184.30232558139534,92.24418604651163,97.05813953488372,44.41860465116279
04343080,192.44155844155844,185.4805194805195,96.16883116883118,105.71428571428571,48.45454545454545
04343088,184.35443037974684,173.0506329113924,92.88607594936708,107.16455696202532,50.59493670886076
04343125,202.33783783783784,191.43243243243242,94.32432432432432,118.41891891891892,53.027027027027025
04343127,191.53246753246754,187.1038961038961,97.16883116883118,116.45454545454545,57.76623376623377
04343130,208.67088607594937,198.30379746835442,93.24050632911393,131.49367088607596,56.08860759493671
04343132,175.48314606741573,168.6067415730337,95.10112359550561,82.31460674157303,40.57303370786517
04343136,212.86666666666667,204.25555555555556,95.6,93.97777777777777,37.6
04396349,29.80701754385965,21.333333333333332,70.01754385964912,4.701754385964913,13.070175438596491
04396579,15.23076923076923,14.076923076923077,92.25641025641026,8.871794871794872,58.666666666666664
04396588,12.272727272727273,12.0,97.81818181818181,9.181818181818182,75.27272727272727
04396629,99.43333333333334,99.05,99.56666666666666,65.21666666666667,66.1
04396924,11.666666666666666,11.666666666666666,100.0,5.666666666666667,48.333333333333336
04399143,37.25454545454546,25.254545454545454,69.0909090909091,4.327272727272727,14.0
04399210,10.0,8.0,80.0,1.0,10.0
04399220,12.2,11.9,97.2,6.2,49.9
04444000,38.125,32.083333333333336,81.41666666666667,4.75,9.583333333333334
04444012,128.0,117.46268656716418,91.68656716417911,59.701492537313435,45.059701492537314
04444022,186.78571428571428,178.88571428571427,94.74285714285715,111.87142857142857,56.24285714285714
04444025,190.3768115942029,186.6231884057971,97.6231884057971,131.42028985507247,64.82608695652173
04444026,106.12857142857143,101.85714285714286,95.71428571428571,63.0,55.92857142857143
04444036,138.5421686746988,130.03614457831324,92.63855421686748,71.78313253012048,43.855421686746986
04444047,95.88059701492537,93.44776119402985,97.14925373134328,64.07462686567165,65.56716417910448
04496062,90.43333333333334,89.38333333333334,98.76666666666667,57.81666666666667,63.266666666666666
04496204,12.0,12.0,100.0,3.0,25.0
04496214,15.142857142857142,13.571428571428571,88.92857142857143,11.5,74.92857142857143
04496551,97.71666666666667,93.05,94.41666666666667,45.6,44.68333333333333
04496606,15.884615384615385,15.76923076923077,99.53846153846153,9.115384615384615,57.53846153846154
04496803,16.06451612903226,14.193548387096774,87.25806451612904,6.548387096774194,40.83870967741935
04499176,24.3125,18.25,76.27083333333333,3.4166666666666665,14.854166666666666
04499191,15.263157894736842,13.789473684210526,90.94736842105263,5.052631578947368,32.55263157894737
04545010,159.13846153846154,156.0,97.98461538461538,111.52307692307693,66.98461538461538
04545015,191.3875,186.8875,96.9375,115.725,52.7
04545081,120.0,117.46575342465754,97.71232876712328,71.6027397260274,55.726027397260275
04596367,86.37096774193549,86.30645161290323,99.91935483870968,69.19354838709677,79.62903225806451
04596701,50.15,50.083333333333336,99.9,42.733333333333334,84.06666666666666
04646008,74.68571428571428,73.57142857142857,98.65714285714286,37.642857142857146,49.22857142857143
04646012,19.520833333333332,18.3125,94.0625,7.291666666666667,40.6875
04646017,69.18571428571428,67.58571428571429,97.94285714285714,33.42857142857143,46.885714285714286
04699076,16.44,15.04,91.56,4.68,30.16
04699160,10.5,10.0,95.5,2.5,23.5
04747000,36.45454545454545,32.68181818181818,89.77272727272727,10.181818181818182,28.772727272727273
04747021,102.7051282051282,93.44871794871794,90.15384615384616,36.23076923076923,32.6025641025641
04799161,11.7,8.4,72.4,5.8,50.5
04848004,111.11111111111111,106.8641975308642,95.64197530864197,52.22222222222222,41.71604938271605
04848021,29.901408450704224,28.788732394366196,95.94366197183099,13.056338028169014,41.84507042253521
04848022,50.35,49.61666666666667,98.55,35.266666666666666,69.4
04896700,10.0,10.0,100.0,10.0,100.0
04899215,14.1875,12.375,87.125,1.8125,12.25
04949002,12.894736842105264,12.578947368421053,97.47368421052632,5.315789473684211,41.8421052631579
04997012,15.2,13.5,89.2,2.5,16.5
05050001,15.08108108108108,13.297297297297296,88.8108108108108,4.108108108108108,27.10810810810811
05050012,16.41509433962264,15.943396226415095,96.94339622641509,5.867924528301887,35.24528301886792
05112002,52.94444444444444,51.55555555555556,97.25,21.77777777777778,41.208333333333336
05113010,19.423728813559322,18.88135593220339,96.54237288135593,10.322033898305085,53.40677966101695
05252009,56.0,50.666666666666664,89.2,18.533333333333335,31.166666666666668
05252018,62.75,58.63157894736842,93.11842105263158,23.210526315789473,34.48684210526316
05314001,58.60294117647059,56.61764705882353,96.23529411764706,23.5,38.455882352941174
05314008,34.5,33.21666666666667,96.26666666666667,16.35,48.06666666666667
05316004,27.333333333333332,26.6984126984127,97.41269841269842,12.333333333333334,44.317460317460316
05353000,12.0,11.333333333333334,94.66666666666667,4.0,34.0
05399162,13.0,11.11111111111111,86.11111111111111,3.2222222222222223,24.77777777777778
05454011,28.737704918032787,27.950819672131146,97.19672131147541,9.40983606557377,32.22950819672131
05454013,85.27397260273973,83.02739726027397,97.04109589041096,38.71232876712329,43.38356164383562
05496064,11.5,11.5,100.0,6.666666666666667,59.166666666666664
05496091,10.777777777777779,10.11111111111111,93.77777777777777,4.166666666666667,39.388888888888886
05496124,17.375,17.25,99.22916666666667,9.125,54.125
05499182,14.0,11.333333333333334,80.66666666666667,2.3333333333333335,16.0
05757000,12.0,11.5,95.0,0.625,4.875
05757012,94.70833333333333,89.04166666666667,93.27777777777777,44.65277777777778,44.625
05757036,158.97333333333333,148.77333333333334,93.29333333333334,66.98666666666666,41.16
05757047,107.13513513513513,101.1891891891892,94.16216216216216,38.391891891891895,35.770270270270274
05757074,15.969696969696969,15.606060606060606,98.24242424242425,7.212121212121212,47.15151515151515
05757075,15.958333333333334,15.541666666666666,97.22916666666667,8.729166666666666,55.479166666666664
05757079,29.666666666666668,28.25,95.58333333333333,9.533333333333333,33.083333333333336
05757100,83.22535211267606,78.71830985915493,93.61971830985915,35.80281690140845,41.15492957746479
05757101,97.18055555555556,92.59722222222223,94.68055555555556,39.84722222222222,38.06944444444444
05757118,18.666666666666668,17.333333333333332,93.33333333333333,6.666666666666667,34.5
05796230,22.90740740740741,22.61111111111111,98.61111111111111,16.537037037037038,69.9074074074074
05796491,10.642857142857142,10.428571428571429,98.07142857142857,9.0,84.42857142857143
05796841,12.142857142857142,11.571428571428571,95.57142857142857,10.571428571428571,88.14285714285714
05798005,15.45945945945946,13.405405405405405,85.21621621621621,2.972972972972973,20.945945945945947
